category_id,category_label,functional_focus,node_name,node_type,summary,probability
0,透過 + 事件,general,microsoftOneDriveTrigger,trigger,此節點可觸發 Microsoft OneDrive API 的操作。,0.5701774311251786
0,透過 + 事件,general,surveymonkey trigger,trigger,啟動工作流程，當 Survey Monkey 事件發生時觸發。,0.5509760921544735
0,透過 + 事件,general,awsSnsTrigger,trigger,透過 Webhooks 處理 AWS SNS 事件。,0.53561879687947
0,透過 + 事件,general,customer.io trigger,trigger,啟動在 Customer.io 更新時的工作流程 (Beta)。,0.5018983291926847
0,透過 + 事件,general,notionTrigger,trigger,啟動工作流程，當 Notion 事件發生時觸發,0.47267391496621963
0,透過 + 事件,general,n8n form trigger,trigger,Generate webforms in n8n and pass their responses to the workflow.,0.3941385468856931
1,Create + Get,general,jira software,regular,"Consume Jira Software API to perform various operations like creating, updating, and deleting issues, comments, users, and more.",0.994435268350151
1,Create + Get,general,phantombuster,regular,"Consume Phantombuster API to perform various operations like deleting agents, getting agent details, launching agents, and more.",0.9936820442256199
1,Create + Get,general,grafana,regular,"Consume the Grafana API to perform operations like creating, deleting, updating, and retrieving dashboards.",0.9932556150941448
1,Create + Get,general,slack,regular,"This node allows you to interact with the Slack API to perform various operations such as sending messages, archiving channels, inviting users, and more.",0.9926149872418367
1,Create + Get,general,google drive,regular,"Access data on Google Drive including operations like copying, deleting, downloading, listing, sharing, updating, and uploading files or creating, deleting, and sharing folders.",0.9922896777991432
1,Create + Get,general,stripe,regular,"Consume the Stripe API to perform various operations like getting balance, adding or removing customer cards, and more.",0.9918409290207038
1,Create + Get,general,affinity,regular,"Consume Affinity API to interact with resources like lists, list entries, organizations, and persons.",0.9917445528234902
1,Create + Get,general,sentry.io,regular,"Consume Sentry.io API to manage events, issues, organizations, projects, releases, and teams.",0.9917436421515539
1,Create + Get,general,demio,regular,Consume the Demio API to interact with events and reports.,0.9906400359240994
1,Create + Get,general,lemlist,regular,"Consume the Lemlist API to interact with activities, campaigns, leads, teams, and unsubscribes.",0.9902495778257517
1,Create + Get,general,zammad,regular,"Consume the Zammad API to interact with groups, organizations, tickets, and users.",0.9898248278774151
1,Create + Get,general,asana,regular,"This node allows you to interact with the Asana REST API to manage tasks, projects, users, and more.",0.9895197507208147
1,Create + Get,general,circleci,regular,"Consume CircleCI API to interact with pipelines, including getting, triggering, and listing pipelines.",0.9891966230382677
1,Create + Get,general,gong,regular,Interact with Gong API to retrieve call data and user information.,0.9890272150024804
1,Create + Get,general,bubble,regular,"Consume the Bubble Data API to perform operations like creating, deleting, getting, and updating objects.",0.9884851527380507
1,Create + Get,general,filemaker,regular,Retrieve data from the FileMaker data API.,0.9856532752967951
1,Create + Get,general,quick base,regular,"Integrate with the Quick Base RESTful API to perform operations on resources like fields, files, records, and reports.",0.9758878985362857
1,Create + Get,general,mailchimp,regular,"Consume Mailchimp API to perform operations such as managing members, campaigns, and list groups.",0.9749220267097791
1,Create + Get,general,item lists,regular,Helper for working with lists of items and transforming arrays.,0.9748165733629461
1,Create + Get,general,airtop,regular,Scrape and control any site with Airtop.,0.9728596037254579
1,Create + Get,general,cockpit,regular,"Consume Cockpit API to perform operations on collections, forms, and singletons.",0.9694015298928729
1,Create + Get,general,taiga,regular,"Consume Taiga API to perform operations on epics, issues, tasks, and user stories.",0.9499980470917372
1,Create + Get,general,misp,regular,"Consume the MISP API to interact with various resources like attributes, events, tags, and more.",0.9494926541179524
1,Create + Get,general,monday.com,regular,"This node allows you to interact with the Monday.com API to perform operations such as creating, getting, and archiving boards.",0.9387875209400907
1,Create + Get,general,google docs,regular,"Consume Google Docs API to perform operations like creating, getting, and updating documents.",0.9376275606914073
1,Create + Get,general,git,regular,"Control git by performing various operations like cloning repositories, committing files, pushing changes, and more.",0.9338660864552493
1,Create + Get,general,kitemaker,regular,"Consume the Kitemaker GraphQL API to interact with organizations, spaces, users, and work items.",0.929099090549359
1,Create + Get,general,aggregate,regular,Combine a field from many items into a list in a single item.,0.9263120747948865
1,Create + Get,general,adalo,regular,"Consume Adalo API for operations like creating, updating, deleting, and retrieving rows in collections.",0.9166355313928369
1,Create + Get,general,dropbox,regular,"Access data on Dropbox including files, folders, and search functionality.",0.9036908081866714
1,Create + Get,general,harvest,regular,"Access data on Harvest for operations like managing clients, companies, contacts, estimates, expenses, invoices, projects, tasks, time entries, and users.",0.8963722498205119
1,Create + Get,general,securityscorecard,regular,Consume SecurityScorecard API to retrieve company security information and scores.,0.8938949301085929
1,Create + Get,general,nextcloud,regular,"Access data on Nextcloud including files, folders, and users.",0.8917409431946999
1,Create + Get,general,pipedrive,regular,Create and edit data in Pipedrive CRM system.,0.889353464060391
1,Create + Get,general,raindrop,regular,"Consume the Raindrop API to perform operations such as creating, updating, deleting bookmarks, and more.",0.8866808141741133
1,Create + Get,general,microsoft graph security,regular,Consume the Microsoft Graph Security API to retrieve secure scores and control profiles.,0.8650631524170805
1,Create + Get,general,flow,regular,"Consume Flow API to manipulate tasks, including creating, updating, and retrieving tasks.",0.8639879246227077
1,Create + Get,general,convertkit,regular,"Consume ConvertKit API to manage custom fields, forms, sequences, tags, and subscribers.",0.8608584250680229
1,Create + Get,general,mautic,regular,"Consume Mautic API to perform various operations like adding contacts to campaigns, creating companies, modifying contacts, and more.",0.8601805754683545
1,Create + Get,general,zulip,regular,"Consume Zulip API to perform various operations like sending messages, updating messages, and managing streams and users.",0.8377550864427057
1,Create + Get,general,netscaler adc,regular,This node allows you to consume Netscaler ADC API for operations like creating and installing certificates.,0.8361729622764262
1,Create + Get,general,x (formerly twitter),regular,"This node allows you to interact with the Twitter API to perform actions such as creating tweets, sending direct messages, liking tweets, retweeting, and searching for tweets.",0.813967544560181
1,Create + Get,general,customer datastore (n8n training),regular,This node is used for n8n training purposes and allows you to retrieve data about people from a dummy datastore.,0.808101457581868
1,Create + Get,general,trello,regular,"Create, change, and delete Trello boards and cards.",0.8049027545505264
1,Create + Get,general,perplexity,regular,Interact with the Perplexity API to generate AI responses with citations.,0.7972968162756298
1,Create + Get,general,servicenow,regular,"Consume ServiceNow API to perform various operations like uploading attachments, getting user information, etc.",0.7775093069352651
1,Create + Get,general,signl4,regular,Consume SIGNL4 API to send and resolve alerts with additional details and options.,0.758300825456345
1,Create + Get,general,baserow,regular,"Consume the Baserow API to perform operations such as creating, deleting, updating, and retrieving rows in a database table.",0.7561752210231979
1,Create + Get,general,limit,regular,限制項目數量，根據設定保留或移除項目。,0.7499999999999758
1,Create + Get,general,edit image,regular,"This node allows you to edit an image by applying operations like blur, resize, adding borders, text, and more.",0.7454965458090408
1,Create + Get,general,box,regular,"Consume Box API to perform operations like copying, deleting, downloading, and sharing files.",0.7433765090129604
1,Create + Get,general,drift,regular,"Consume Drift API to perform operations on contacts such as creating, updating, getting, and deleting.",0.742620619385518
1,Create + Get,general,customer messenger (n8n training),regular,This node is used for n8n training purposes to send messages to a specific customer.,0.7256381468867126
1,Create + Get,general,emelia,regular,Consume the Emelia API to perform operations on campaigns and contact lists.,0.6946675216791944
1,Create + Get,general,summarize,regular,"Summarize, count, find max/min, etc. across items based on specified fields",0.6831478716215562
1,Create + Get,general,automizy,regular,Consume Automizy API to manage contacts and lists.,0.6736970703162111
1,Create + Get,general,whatsapp business cloud,regular,"Access WhatsApp API to send messages, media, or make custom API calls.",0.6470043049163646
1,Create + Get,general,highlevel,regular,"Consume HighLevel API v1 for managing contacts, opportunities, and tasks.",0.6308840548214119
1,Create + Get,general,twake,regular,Consume Twake API to send messages or make custom API calls.,0.6205150336149813
1,Create + Get,general,orbit,regular,"Consume Orbit API to interact with activities, members, notes, and posts.",0.5589967098277139
1,Create + Get,general,crowd.dev,regular,This node allows you to interact with crowd.dev's open-source suite of community and data tools to facilitate community-led growth for your organization.,0.5522304274305596
1,Create + Get,general,compare datasets,regular,比較兩個輸入以查看變化,0.39285293742997474
1,Create + Get,general,humantic ai,regular,此節點用於使用 Humantic AI API。,0.33910069488409694
1,Create + Get,general,thehive 5 trigger,trigger,啟動工作流程，當 TheHive 事件發生時觸發,0.9646383533009857
1,Create + Get,general,theHiveTrigger,trigger,啟動工作流程，當 TheHive 事件發生時觸發,0.9556863597009593
1,Create + Get,general,linearTrigger,trigger,啟動工作流程，當 Linear 事件發生時觸發。,0.7834410515511901
1,Create + Get,general,microsoftTeamsTrigger,trigger,"Triggers workflows in n8n based on events from Microsoft Teams, such as new messages or team updates, using specified configurations.",0.7756198351147908
1,Create + Get,general,calendlyTrigger,trigger,啟動工作流程，當 Calendly 事件發生時觸發,0.7067615512503855
1,Create + Get,general,pipedrive trigger,trigger,啟動工作流程，當 Pipedrive 事件發生時觸發,0.6922749330871312
1,Create + Get,general,getResponseTrigger,trigger,啟動工作流程，當 GetResponse 事件發生時觸發。,0.6534708722780667
1,Create + Get,general,execute workflow trigger,trigger,"This node is used to trigger other n8n workflows, allowing for modular and microservice-like workflow design.",0.6510088812923509
1,Create + Get,general,brevo trigger,trigger,啟動工作流程，當 Brevo 事件發生時觸發,0.6392357480073934
1,Create + Get,general,onfleetTrigger,trigger,啟動工作流程，當 Onfleet 事件發生時觸發。,0.4884198345954219
1,Create + Get,general,google business profile trigger,trigger,Fetches reviews from Google Business Profile and starts the workflow on specified polling intervals.,0.4273720035566253
2,Update,general,totp,regular,Generate a time-based one-time password.,0.9756915311853571
2,Update,general,code,regular,執行自定義 JavaScript 或 Python 代碼。,0.9663435024063965
2,Update,general,aiTransform,regular,Modify data based on instructions written in plain English.,0.9583250858282831
2,Update,general,google sheets,regular,"This node allows you to read, update, and write data to Google Sheets.",0.91592058290484
2,Update,general,sort,regular,此節點用於改變項目的排序順序。,0.8970510542998477
2,Update,general,openweathermap,regular,此節點可獲取當前和未來天氣信息。,0.8793048213637168
2,Update,general,date & time,regular,此節點允許您操作日期和時間值。,0.8792865711190133
2,Update,general,execute command,regular,此節點用於在主機上執行命令。,0.8157868178016875
2,Update,general,google translate,regular,使用 Google 翻譯來翻譯數據。,0.7747472524148812
2,Update,general,function,regular,執行自定義函數代碼，該代碼將被執行一次，並允許您添加、刪除、更改和替換項目。,0.7032523263116744
2,Update,general,functionItem,regular,執行自定義函數代碼，每個項目執行一次。,0.6635094720772048
2,Update,general,snowflake,regular,"Get, add, and update data in Snowflake.",0.5140387365533621
2,Update,general,markdown,regular,將數據在 Markdown 和 HTML 之間進行轉換。,0.5042593833402289
2,Update,general,supabase,regular,"Add, get, delete, and update data in a Supabase table.",0.49767033791382187
2,Update,general,nocodeb,regular,"Read, update, write and delete data from NocoDB.",0.4958859076043095
2,Update,general,evaluationTrigger,trigger,Run a test dataset through your workflow to check performance.,0.7939513845201698
2,Update,general,googleSheetsTrigger,trigger,此節點會在 Google Sheets 事件發生時啟動工作流程。,0.36348468083717356
3,中獲取 + Get,general,microsoft sql,regular,此節點可用於在 Microsoft SQL 中獲取、添加和更新數據。,0.9786581891979028
3,中獲取 + Get,general,moveBinaryData,regular,此節點用於在二進制和 JSON 屬性之間移動數據。,0.9717732910011566
3,中獲取 + Get,general,mysql,regular,此節點可用於在 MySQL 中獲取、添加和更新數據。,0.9692979508172307
3,中獲取 + Get,general,redis,regular,此節點可用於在 Redis 中獲取、發送和更新數據。,0.9692974863153865
3,中獲取 + Get,general,questdb,regular,此節點用於在 QuestDB 中獲取、添加和更新數據。,0.9678887040372588
3,中獲取 + Get,general,cratedb,regular,在 CrateDB 中新增和更新數據,0.955694682802528
3,中獲取 + Get,general,if,regular,此節點可根據條件將項目路由到不同的分支（true/false）。,0.879309344855309
3,中獲取 + Get,general,set,regular,此節點用於設定項目的值，並可選擇移除其他值。,0.8541641226215752
3,中獲取 + Get,general,form,regular,生成 n8n 中的 web 表單並將其回應傳遞到工作流程。,0.8131078029024628
3,中獲取 + Get,general,postgres,regular,在 Postgres 中獲取、新增和更新數據。,0.6700405746939353
3,中獲取 + Get,general,rename keys,regular,此節點用於更新項目字段名稱。,0.6110538051983851
3,中獲取 + Get,general,facebook graph api,regular,此節點與 Facebook 互動，使用 Graph API。,0.43902306611567127
3,中獲取 + Get,general,timescaledb,regular,Add and update data in TimescaleDB.,0.43805924275939284
3,中獲取 + Get,general,filter,regular,Remove items matching a condition.,0.3985666315433672
3,中獲取 + Get,general,mongodb,regular,在 MongoDB 中查找、插入和更新文檔。,0.3620683766118572
3,中獲取 + Get,general,redis trigger,trigger,此節點用於訂閱 Redis 頻道。,0.7068965517241522
3,中獲取 + Get,general,postgres trigger,trigger,此節點用於監聽 Postgres 資料庫的訊息。,0.4908052212374964
4,Create + 刪除,general,google cloud storage,regular,使用 Google Cloud Storage API 進行操作。,0.9850405001394124
4,Create + 刪除,general,google contacts,regular,此節點用於消費 Google 聯絡人 API，可執行創建、刪除、獲取、更新聯絡人等操作。,0.9819576104828345
4,Create + 刪除,general,wekan,regular,此節點用於消費 Wekan API，可執行與 Wekan 相關的操作，如創建、刪除、獲取資料等。,0.9814813127721369
4,Create + 刪除,general,hubspot,regular,此節點用於連接並使用 HubSpot API。,0.9798830030326324
4,Create + 刪除,general,woocommerce,regular,此節點用於消費 WooCommerce API，可執行與顧客、訂單和產品相關的操作。,0.9792892761352252
4,Create + 刪除,general,onfleet,regular,此節點用於與 Onfleet API 進行互動，可執行各種操作如創建、刪除、更新管理員等。,0.9786579341808332
4,Create + 刪除,general,e-goi,regular,此節點用於使用 E-goi API 進行操作，如創建、獲取和更新成員資訊。,0.9786547964813458
4,Create + 刪除,general,webflow,regular,此節點用於使用 Webflow API。,0.9779850504626031
4,Create + 刪除,general,microsoft teams,regular,此節點可用於操作 Microsoft Teams API，包括創建、刪除、獲取和更新頻道等功能。,0.9779846722479799
4,Create + 刪除,general,getresponse,regular,此節點用於消費 GetResponse API。,0.9772715636547051
4,Create + 刪除,general,azure storage,regular,與 Azure Storage API 進行互動，可用於管理 Blob 和 Container。,0.9772707390104016
4,Create + 刪除,general,tapfiliate,regular,此節點用於消費 Tapfiliate API，可執行與 Tapfiliate 有關的操作，如創建、刪除、獲取聯盟成員等。,0.9756941015174373
4,Create + 刪除,general,magento 2,regular,此節點用於消費 Magento API，可執行與客戶、發票、訂單、產品相關的操作。,0.9748195166874473
4,Create + 刪除,general,halopsa,regular,此節點用於消費 HaloPSA API。,0.9748167660879863
4,Create + 刪除,general,mailerlite,regular,此節點用於使用 Mailer Lite API。,0.9728673916637466
4,Create + 刪除,general,sendGrid,regular,此節點用於消費 SendGrid API，可執行與 SendGrid 相關的操作。,0.9717730438929597
4,Create + 刪除,general,freshservice,regular,此節點用於與 Freshservice API 進行互動。,0.9717716770744763
4,Create + 刪除,general,copper,regular,此節點用於使用 Copper API。,0.9717714669451741
4,Create + 刪除,general,todoist,regular,此節點用於消費 Todoist API，可執行與 Todoist 任務相關的操作。,0.971770479221666
4,Create + 刪除,general,xero,regular,此節點用於消費 Xero API，可執行與 Xero 服務相關的操作，如創建聯絡人、發票等。,0.9705871381305639
4,Create + 刪除,general,pagerduty,regular,此節點用於消費 PagerDuty API，可執行創建、獲取、更新事件等操作。,0.9705851471933229
4,Create + 刪除,general,thehive,regular,此節點用於消耗 TheHive API。,0.9705848872521544
4,Create + 刪除,general,google workspace admin,regular,此節點用於使用 Google Workspace Admin API。,0.9692948292710605
4,Create + 刪除,general,keap,regular,此節點用於與 Keap API 進行互動，可用於創建公司、獲取公司資訊等操作。,0.9692943742603602
4,Create + 刪除,general,erpnext,regular,此節點用於消費 ERPNext API，可執行各種操作如創建、刪除、獲取和更新文件。,0.9678878732309707
4,Create + 刪除,general,salesmate,regular,此節點用於連接並使用 Salesmate API。,0.9663440473823558
4,Create + 刪除,general,linear,regular,此節點用於與 Linear API 進行互動，可執行各種操作如新增評論、新增連結、創建問題等。,0.9663440059744063
4,Create + 刪除,general,microsoftToDo,regular,此節點用於使用 Microsoft To Do API。,0.9663434259084687
4,Create + 刪除,general,zoom,regular,此節點用於消費 Zoom API，可執行與 Zoom 相關的操作，如創建、刪除、獲取會議等。,0.9659495135155541
4,Create + 刪除,general,elastic security,regular,此節點用於消費 Elastic Security API。,0.9646441435577037
4,Create + 刪除,general,storyblok,regular,此節點用於消費 Storyblok API，可從 Content 或 Management API 中獲取故事內容。,0.9646431855727257
4,Create + 刪除,general,wordpress,regular,此節點用於消費 Wordpress API，可用於管理文章、頁面和使用者等資源。,0.9646430586791648
4,Create + 刪除,general,odoo,regular,此節點用於消耗 Odoo API。,0.9627631965665229
4,Create + 刪除,general,autopilot,regular,此節點用於消費 Autopilot API。,0.9606731473078011
4,Create + 刪除,general,bambooHr,regular,此節點用於消耗 BambooHR API，可執行與公司報告、員工、員工文件和文件相關的操作。,0.9606717818229087
4,Create + 刪除,general,google ads,regular,使用 Google Ads API 進行操作的節點。,0.9606652328208561
4,Create + 刪除,general,microsoft excel,regular,此節點用於消耗 Microsoft Excel API。,0.9583302154449489
4,Create + 刪除,general,googleCalendar,regular,此節點用於使用 Google Calendar API。,0.9583267965121769
4,Create + 刪除,general,discourse,regular,此節點用於消費 Discourse API。,0.9556950042651777
4,Create + 刪除,general,thehive 5,regular,此節點用於消耗 TheHive 5 API。,0.9556948548761081
4,Create + 刪除,general,google books,regular,從 Google Books 讀取數據。,0.9556920521904934
4,Create + 刪除,general,twist,regular,此節點用於消費 Twist API。,0.955691417569828
4,Create + 刪除,general,evaluation,regular,運行評估操作，可設置輸出、指標、檢查是否正在評估，或自定義 API 呼叫。,0.9556900958779865
4,Create + 刪除,general,google perspective,regular,此節點用於使用 Google Perspective API 進行文字分析。,0.9556888650428444
4,Create + 刪除,general,hunter,regular,此節點用於使用 Hunter API 來執行不同的操作，如尋找特定域名的郵件地址、生成或檢索最可能的郵件地址，以及驗證郵件地址的可遞送性。,0.9556858703195256
4,Create + 刪除,general,beeminder,regular,此節點用於消費 Beeminder API。,0.9527020104488122
4,Create + 刪除,general,unleashed software,regular,此節點用於消費 Unleashed Software API。,0.9527015422865606
4,Create + 刪除,general,jenkins,regular,此節點用於消費 Jenkins API。,0.95270139419636
4,Create + 刪除,general,postbin,regular,此節點用於消費 PostBin API。,0.9526995637437548
4,Create + 刪除,general,quickbooks online,regular,此節點用於使用 QuickBooks Online API。,0.9526994654274217
4,Create + 刪除,general,google analytics,regular,使用 Google Analytics API 來取得報告或使用者活動數據。,0.9526972553615768
4,Create + 刪除,general,youtube,regular,此節點用於消費 YouTube API，可執行各種操作，如檢索頻道、播放清單、影片等。,0.9492732123731231
4,Create + 刪除,general,okta,regular,使用 Okta API 進行操作。,0.9492700384894298
4,Create + 刪除,general,vero,regular,此節點用於消費 Vero API，可用於管理用戶訂閱狀態和跟蹤客戶事件。,0.9492635246772364
4,Create + 刪除,general,clockify,regular,此節點用於消費 Clockify 的 REST API，可用於管理客戶端、專案、標籤、任務等資源。,0.9406771046384274
4,Create + 刪除,general,oura,regular,此節點用於消費 Oura API。,0.9406761952827525
4,Create + 刪除,general,mailcheck,regular,此節點用於使用 Mailcheck API 進行郵件地址的驗證。,0.9406752192198183
4,Create + 刪除,general,splunk,regular,此節點用於消費 Splunk Enterprise API。,0.9406729017254724
4,Create + 刪除,general,contentful,regular,此節點用於消費 Contentful API。,0.9406687179472014
4,Create + 刪除,general,marketstack,regular,此節點用於消費 Marketstack API，可獲取股市數據。,0.9351836169585389
4,Create + 刪除,general,freshdesk,regular,此節點用於消費 Freshdesk API，可執行與 Freshdesk 相關的操作，如創建、刪除、更新票務等。,0.9323486898123993
4,Create + 刪除,general,paypal,regular,此節點用於消費 PayPal API。,0.92856799798991
4,Create + 刪除,general,dhl,regular,此節點用於消耗 DHL API，可用於獲取運送的追蹤詳情。,0.9204419691804536
4,Create + 刪除,general,sendy,regular,此節點用於消費 Sendy API，可用於創建和發送郵件活動。,0.9108670924507458
4,Create + 刪除,general,openai,regular,此節點用於使用 OpenAI 服務進行文字、圖像處理等操作。,0.9102440670174538
4,Create + 刪除,general,strapi,regular,此節點用於消耗 Strapi API。,0.9086490747391243
4,Create + 刪除,general,profitwell,regular,此節點用於消費 ProfitWell API，可獲取公司資訊或財務指標數據。,0.8970492206649303
4,Create + 刪除,general,microsoft outlook,regular,此節點用於使用 Microsoft Outlook API，可執行與郵件相關的操作，如創建、刪除、發送郵件草稿等。,0.8718612333212503
4,Create + 刪除,general,uptimerobot,regular,此節點用於消費 UptimeRobot API，可執行不同資源的操作，如帳戶、監控器等。,0.8635177092539871
4,Create + 刪除,general,iterable,regular,此節點用於消費 Iterable API。,0.8613321173477287
4,Create + 刪除,general,uproc,regular,此節點用於消費 uProc API，根據不同的資源和操作來執行相應的操作。,0.8541666062587889
4,Create + 刪除,general,n8n,regular,處理事件並執行動作於您的 n8n 實例。,0.8541571781837075
4,Create + 刪除,general,azure cosmos db,regular,此節點可與 Azure Cosmos DB API 進行互動，包括創建、刪除、獲取容器等操作。,0.8526528178045355
4,Create + 刪除,general,rundeck,regular,管理 Rundeck API。,0.8520877955477347
4,Create + 刪除,general,freshworkscrm,regular,此節點用於連接並使用 Freshworks CRM API。,0.8432221181795616
4,Create + 刪除,general,intercom,regular,此節點用於消耗 Intercom API，可用於管理公司、潛在客戶和用戶資料。,0.8431568077966182
4,Create + 刪除,general,google bigquery,regular,此節點用於消費 Google BigQuery API。,0.8353566684346566
4,Create + 刪除,general,microsoft dynamics crm,regular,此節點用於消費 Microsoft Dynamics CRM API。,0.8351891258925118
